index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.43599490214200376,0.0820949222750248,145,150,0,100000
1,0.025926231827891333,0.3663424016750204,100,150,0,100000
2,0.5496624778787091,0.8508505040045017,10,150,0,100000
3,0.4353223926182769,0.4062750430479508,45,150,0,100000
4,0.42036780208748903,0.02720236589484959,60,150,0,100000
5,0.3303348210038741,0.24717723899735333,115,150,0,100000
6,0.2046486340378425,0.06714437073695467,125,150,0,100000
7,0.6192709663506637,0.9938520114212729,80,150,0,100000
8,0.29965467367452314,0.9705803133771735,60,150,0,100000
9,0.26682727510286663,0.8002583511325868,10,150,0,100000
10,0.6211338327692949,0.6018171214054674,60,150,0,100000
11,0.5291420942770391,0.7649598604516815,30,150,0,100000
12,0.13457994534493356,0.16922544658417793,140,150,0,100000
13,0.5135781212657464,0.2930232318194398,40,150,0,100000
14,0.18443986564691528,0.5240668753003642,85,150,0,100000
15,0.7853351478166735,0.3566242811227589,50,150,0,100000
16,0.8539752926394888,0.04567896524540005,145,150,0,100000
17,0.4942368373819278,0.9831534453572127,80,150,0,100000
18,0.846561485357468,0.4413549193548467,135,150,0,100000
19,0.079645477009061,0.5040004393791526,90,150,0,100000
20,0.505246090121704,0.32354131753469884,30,150,0,100000
21,0.06528650438687811,0.25974475274713704,130,150,0,100000
22,0.42812232759738944,0.3868898853207624,15,150,0,100000
23,0.09653091566061256,0.8320168996345009,85,150,0,100000
24,0.12715997170127746,0.7367470562871129,55,150,0,100000
25,0.5967453089785958,0.37921056694163746,85,150,0,100000
26,0.22601200060423587,0.01301733669455063,25,150,0,100000
27,0.10694568430998297,0.7974049390325936,115,150,0,100000
28,0.2203062070705597,0.2693887975963012,100,150,0,100000
29,0.34982628500329926,0.5826848885290346,90,150,0,100000
30,0.46778748458230024,0.025550941849692754,70,150,0,100000
31,0.20174322626496533,0.6622020192683258,45,150,0,100000
32,0.6404067252149148,0.3875234258732815,30,150,0,100000
33,0.48306983555175165,0.49707379873451263,50,150,0,100000
34,0.5052367200185491,0.4149058373746872,110,150,0,100000
35,0.3868926511185593,0.3508719013016405,25,150,0,100000
36,0.7936374544415771,0.5509779053244193,95,150,0,100000
37,0.5800041788778066,0.9729106898748249,40,150,0,100000
38,0.16229859850231387,0.11277621523807146,45,150,0,100000
39,0.7007523466071562,0.3132585284297136,40,150,0,100000
40,0.9645510800892552,0.04179770981531006,100,150,0,100000
41,0.5000083611702167,0.7383997586209003,140,150,0,100000
42,0.8895200639461449,0.657512387659044,135,150,0,100000
43,0.34161365267110966,0.21463574639995364,25,150,0,100000
44,0.5671441276277093,0.4167534401953371,45,150,0,100000
45,0.42754596329611005,0.643841934148195,35,150,0,100000
46,0.436747263026799,0.6614813267154414,100,150,0,100000
47,0.7765591849971003,0.1704771334837707,125,150,0,100000
48,0.5356041734976563,0.8816522357485486,45,150,0,100000
49,0.9537422269448667,0.7780081598084683,145,150,0,100000
50,0.5442081601481021,0.133954208171691,75,150,0,100000
