index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.8734294027918162,0.18817251529331425,40,150,0,100000
1,0.968540662820932,0.6270556468552484,115,150,0,100000
2,0.86919454021392,0.2153177994727462,55,150,0,100000
3,0.530855691555599,0.1509701076574964,85,150,0,100000
4,0.2327283279772907,0.5361443066795745,145,150,0,100000
5,0.011398804277429897,0.10038679422454932,20,150,0,100000
6,0.4304688182924905,0.7311584319806628,95,150,0,100000
7,0.4023513600373648,0.9396510394411748,80,150,0,100000
8,0.5226746713525696,0.9433181844632018,105,150,0,100000
9,0.47839179580240243,0.37473850501777617,90,150,0,100000
10,0.5553564738223304,0.5957502458740258,30,150,0,100000
11,0.5433860175425403,0.6619827122744677,35,150,0,100000
12,0.760895575602929,0.5105804552532703,100,150,0,100000
13,0.7123745740820913,0.4708925816438495,100,150,0,100000
14,0.6196820961034396,0.008872285585150852,85,150,0,100000
15,0.4260917704761922,0.06789640356536919,145,150,0,100000
16,0.2890750280180877,0.4348162283835888,25,150,0,100000
17,0.9738552412004462,0.43149363088036075,115,150,0,100000
18,0.33377404551067036,0.18588368551977097,45,150,0,100000
19,0.21880106081982797,0.5297053167019046,25,150,0,100000
20,0.06580838778721143,0.5990862529401394,115,150,0,100000
21,0.9828705465534338,0.7209244666875835,130,150,0,100000
22,0.12785571292503184,0.3063958566392335,45,150,0,100000
23,0.32213079320417937,0.4043954647747654,110,150,0,100000
24,0.07094284475019874,0.8227824204975265,140,150,0,100000
25,0.22476993896804542,0.5871303512352972,65,150,0,100000
26,0.3936349149436049,0.7065155434054563,85,150,0,100000
27,0.8961450048806352,0.5105822466821824,15,150,0,100000
28,0.34546161199786707,0.8300616609931176,20,150,0,100000
29,0.9847494372852713,0.7206780114798219,55,150,0,100000
30,0.028732048963295398,0.8662616828816474,30,150,0,100000
31,0.3516847362701201,0.20340977215199052,135,150,0,100000
32,0.380958889203853,0.2985348512836252,55,150,0,100000
33,0.7641601313659601,0.4758040220637739,20,150,0,100000
34,0.9388039133107717,0.493604497921468,75,150,0,100000
35,0.31968979646702766,0.6076761307177876,130,150,0,100000
36,0.43247593279041585,0.8189355770325862,35,150,0,100000
37,0.2701457415914653,0.5277238384199121,135,150,0,100000
38,0.8010558863263945,0.9392041360238716,65,150,0,100000
39,0.6382388061231213,0.7233834149872738,55,150,0,100000
40,0.06869013345815722,0.1787570156678676,130,150,0,100000
41,0.6036444763691112,0.619725416595909,135,150,0,100000
42,0.7955745584289766,0.5622833839616335,145,150,0,100000
43,0.0320081564257968,0.7634046146371464,95,150,0,100000
44,0.45544782210593304,0.8066463352132258,65,150,0,100000
45,0.7901725413382856,0.2986252025528,115,150,0,100000
46,0.9885965181137293,0.13838470671609027,140,150,0,100000
47,0.5839645435009667,0.6353979141788637,90,150,0,100000
48,0.03891229764232185,0.008308374432570376,90,150,0,100000
49,0.4464229075179026,0.7885832644978894,50,150,0,100000
