index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.8928601514360016,0.27635045943263903,25,30,0,100000
1,0.3319798053011772,0.12565834166662404,10,30,0,100000
2,0.8212291230578318,0.5627810794926762,15,30,0,100000
3,0.0416966257252499,0.26733900537394384,15,30,0,100000
4,0.10765667993596795,0.7750349283063583,15,30,0,100000
5,0.5950520642062402,0.17940634553953905,10,30,0,100000
6,0.5298173621928216,0.7832566713374955,15,30,0,100000
7,0.4188074285566543,0.6079963208342927,20,30,0,100000
8,0.33540784927332923,0.04174887615355327,20,30,0,100000
9,0.6225194321960902,0.5612751321916013,15,30,0,100000
10,0.4381414261088741,0.668137734826942,10,30,0,100000
11,0.7358821063486902,0.9383926066665844,5,30,0,100000
12,0.5180364119992688,0.7860058588119633,25,30,0,100000
13,0.5788586002261571,0.7504304715208374,25,30,0,100000
14,0.6453550958955938,0.49705097583455327,20,30,0,100000
15,0.9902242713734164,0.042732501652877675,25,30,0,100000
16,0.8198581969218414,0.8168674964457434,5,30,0,100000
17,0.4132009348161808,0.013623744191839093,25,30,0,100000
18,0.8762676552066274,0.550041185715105,10,30,0,100000
19,0.8237594325705213,0.5667967713250512,5,30,0,100000
20,0.054474507822354634,0.11291833478714641,15,30,0,100000
21,0.7186372365641943,0.06277623983126424,25,30,0,100000
22,0.8021705624244754,0.5747242249670239,20,30,0,100000
23,0.7364066438114389,0.48548526579068974,20,30,0,100000
24,0.7091317507811673,0.3014220971351398,15,30,0,100000
25,0.5409368543025281,0.03979555804662849,25,30,0,100000
26,0.12482417438060978,0.6338941364741131,25,30,0,100000
27,0.9576472954696684,0.12433568320054367,20,30,0,100000
28,0.40325629873491986,0.011605844415387367,15,30,0,100000
29,0.2169511603235601,0.27666658867853133,20,30,0,100000
30,0.7172758464533194,0.30154554009416124,20,30,0,100000
31,0.9942074384219376,0.18031763150334423,15,30,0,100000
32,0.25561405560083506,0.06697796308146708,15,30,0,100000
33,0.6713094319392804,0.779233953526027,10,30,0,100000
34,0.5990059131391166,0.40074847422831616,25,30,0,100000
35,0.7173321455555131,0.24581485130675285,10,30,0,100000
36,0.9373495346449046,0.5237721878560011,20,30,0,100000
37,0.35180976853970203,0.254985693893215,10,30,0,100000
38,0.253634097471396,0.8519084618044273,25,30,0,100000
39,0.402472509036773,0.48350357809032773,15,30,0,100000
40,0.746510717184985,0.6231499511360751,25,30,0,100000
41,0.7240705674116883,0.9730725048792661,20,30,0,100000
42,0.4061077960583893,0.35474752954185884,15,30,0,100000
43,0.9893798482800024,0.2246456342207055,15,30,0,100000
44,0.450499280745166,0.9787138056264708,10,30,0,100000
45,0.3738084341003529,0.5870744210008128,20,30,0,100000
46,0.7096286061692021,0.9816813887375007,25,30,0,100000
47,0.08245855331170848,0.9686660803154441,10,30,0,100000
48,0.3983729188112832,0.7051039357213881,15,30,0,100000
49,0.7708809663078797,0.019385808980997732,10,30,0,100000
50,0.7647509835004671,0.612830389452099,5,30,0,100000
51,0.28385938355769735,0.249559169039823,10,30,0,100000
