index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.417022004702574,0.678835532939891,30,150,0,100000
1,0.7203244934421581,0.21162811600005904,70,150,0,100000
2,0.00011437481734488664,0.2655466593722262,90,150,0,100000
3,0.30233257263183977,0.4915731592803383,95,150,0,100000
4,0.14675589081711304,0.053362545117080384,10,150,0,100000
5,0.0923385947687978,0.5741176054920131,110,150,0,100000
6,0.1862602113776709,0.14672857490581015,105,150,0,100000
7,0.34556072704304774,0.5893055369032842,55,150,0,100000
8,0.39676747423066994,0.6997583600209312,5,150,0,100000
9,0.538816734003357,0.10233442882782584,120,150,0,100000
10,0.4191945144032948,0.4140559878195683,125,150,0,100000
11,0.6852195003967595,0.6944001577277451,130,150,0,100000
12,0.20445224973151743,0.41417926952690265,110,150,0,100000
13,0.8781174363909454,0.04995345894608716,40,150,0,100000
14,0.027387593197926163,0.5358964059155116,5,150,0,100000
15,0.6704675101784022,0.6637946452197888,130,150,0,100000
16,0.41730480236712697,0.5148891120583086,100,150,0,100000
17,0.5586898284457517,0.9445947559908133,130,150,0,100000
18,0.14038693859523377,0.5865550405019929,90,150,0,100000
19,0.1981014890848788,0.9034019152878835,75,150,0,100000
20,0.8007445686755367,0.13747470414623753,70,150,0,100000
21,0.9682615757193975,0.13927634725075855,105,150,0,100000
22,0.31342417815924284,0.8073912887095238,105,150,0,100000
23,0.6923226156693141,0.3976768369855336,60,150,0,100000
24,0.8763891522960383,0.16535419711693278,35,150,0,100000
25,0.8946066635038473,0.9275085803960339,70,150,0,100000
26,0.08504421136977791,0.34776585974550656,125,150,0,100000
27,0.03905478323288236,0.7508121031361555,140,150,0,100000
28,0.1698304195645689,0.7259979853504515,80,150,0,100000
29,0.8781425034294131,0.8833060912058098,125,150,0,100000
30,0.0983468338330501,0.6236722070556089,140,150,0,100000
31,0.42110762500505217,0.7509424340273372,50,150,0,100000
32,0.9578895301505019,0.34889834197784253,15,150,0,100000
33,0.5331652849730171,0.2699278917650261,40,150,0,100000
34,0.6918771139504734,0.8958862181960668,110,150,0,100000
35,0.31551563100606295,0.4280911898712949,30,150,0,100000
36,0.6865009276815837,0.9648400471483856,25,150,0,100000
37,0.8346256718973729,0.6634414978184481,30,150,0,100000
38,0.018288277344191806,0.6216957202091218,125,150,0,100000
39,0.7501443149449675,0.11474597295337519,110,150,0,100000
40,0.9888610889064947,0.9494892587070712,45,150,0,100000
41,0.7481656543798394,0.4499121334799405,70,150,0,100000
42,0.2804439920644052,0.5783896143871318,140,150,0,100000
43,0.7892793284514885,0.40813680276128117,90,150,0,100000
44,0.10322600657764203,0.2370269802430277,90,150,0,100000
45,0.44789352617590517,0.9033795205622538,80,150,0,100000
46,0.9085955030930956,0.5736794866722859,70,150,0,100000
47,0.2936141483736795,0.00287032703115897,45,150,0,100000
48,0.28777533858634874,0.6171449136207239,75,150,0,100000
49,0.13002857211827767,0.32664490177209615,70,150,0,100000
50,0.019366957870297075,0.5270581022576093,120,150,0,100000
