#{"t_start": 1702543938.3092763, "env_id": null}
r,l,t
262.6,116,5674.930513
221.28,127,5676.707798
283.8,144,5678.345371
283.36,106,5679.980621
269.09,102,5687.738802
286.88,169,5689.998352
330.49,79,5691.124061
287.63,83,5692.265043
296.99,97,5693.591233
273.69,125,5695.236628
300.89,146,5697.211986
273.85,129,5698.558353
306.38,89,5699.433819
258.3,97,5700.347255
214.71,116,5701.583995
317.7,92,5702.709533
246.59,191,5704.82505
266.26,111,5706.110458
258.85,96,5707.259771
252.65,113,5708.620466
312.27,91,5709.71882
304.08,133,5711.261239
263.01,103,5718.02879
284.98,97,5719.216358
241.38,91,5720.332484
264.6,126,5721.640599
229.54,162,5723.460941
243.28,84,5724.544842
269.81,93,5725.715334
366.45,103,5727.013108
195.84,99,5728.266474
283.54,92,5729.442712
300.71,135,5731.065185
293.86,101,5732.398422
322.38,102,5733.646343
217.73,106,5734.977609
315.06,93,5736.181595
241.33,91,5737.375101
303.54,96,5738.618601
257.76,156,5740.456524
294.24,100,5741.678922
300.79,91,5748.452291
269.96,87,5749.42072
297.15,133,5750.927596
278.17,92,5752.019716
283.91,104,5753.260965
291.05,95,5754.4138
232.15,115,5755.792749
273.16,88,5756.901516
274.63,137,5758.524852
291.04,132,5760.087882
295.88,79,5761.117668
232.45,105,5762.413357
309.28,95,5763.624589
285.1,107,5764.947651
272.88,107,5766.22025
339.72,86,5767.358002
220.14,166,5769.237373
295.42,89,5770.21821
303.81,113,5771.619072
277.91,121,5779.434861
306.32,111,5780.723639
277.43,99,5781.920587
271.01,102,5783.264016
334.07,90,5784.367524
319.48,131,5785.989544
343.28,109,5787.269749
298.03,115,5788.553986
265.66,130,5790.034971
277.69,159,5791.937403
289.52,94,5793.109152
328.46,103,5794.354605
276.55,113,5795.74515
343.03,78,5796.757942
303.54,107,5798.143397
272.81,135,5799.747392
307.3,114,5801.142861
263.65,163,5803.007402
295.49,144,5810.542689
283.77,110,5811.877002
192.51,145,5813.570504
232.97,141,5815.191061
330.32,150,5816.969962
276.69,101,5818.238233
256.15,152,5820.04733
308.99,103,5821.372393
282.28,100,5822.677969
263.4,119,5824.140815
300.87,103,5825.48026
267.47,103,5826.805279
273.1,126,5828.372362
317.91,118,5829.848147
327.22,93,5831.289551
275.54,137,5832.719698
271.12,132,5834.37555
271.28,121,5842.138
287.76,93,5843.406135
266.94,119,5844.759281
323.05,119,5846.086135
352.23,92,5847.253295
277.32,102,5848.578426
336.23,126,5850.181638
269.06,153,5852.085203
282.34,109,5853.633197
275.89,87,5854.822778
287.76,96,5856.105457
286.8,112,5857.597683
239.81,128,5859.25024
294.2,142,5861.009386
293.54,87,5862.219845
303.74,74,5863.136505
297.27,127,5864.46849
286.41,116,5865.998986
264.85,143,5873.822297
302.38,110,5875.17485
289.13,101,5876.184441
209.27,83,5877.149345
332.44,125,5878.760201
299.55,149,5880.529945
330.1,130,5882.229262
303.13,104,5883.648196
254.53,132,5885.561033
206.75,123,5887.168426
329.74,116,5888.716167
321.93,133,5890.415035
316.38,108,5891.985512
324.37,138,5893.776998
318.75,106,5895.205111
309.78,113,5896.710313
295.76,117,5898.337625
305.69,126,5906.775882
268.04,87,5907.749339
292.17,121,5909.202298
305.31,109,5910.530857
274.01,123,5912.129009
280.75,81,5912.91235
289.67,112,5913.931846
226.73,109,5914.970339
280.67,138,5916.338768
266.15,146,5917.999974
294.25,87,5918.973696
251.76,97,5919.877201
284.28,120,5920.992932
283.56,150,5922.583454
291.62,144,5924.216343
327.81,125,5925.688299
292.85,98,5926.887616
309.03,81,5927.909498
193.51,98,5934.818395
293.34,96,5936.163867
267.2,138,5937.744846
200.49,146,5939.327132
295.42,114,5940.35538
253.67,127,5941.658564
298.27,188,5943.781335
296.7,115,5944.937834
286.24,91,5945.837599
295.92,102,5947.128742
305.78,134,5948.784252
300.16,140,5950.501206
268.51,93,5951.689476
261.28,96,5952.77672
292.78,160,5954.47804
313.9,94,5955.578641
288.4,74,5956.557185
254.72,98,5957.763699
266.34,159,5965.344138
259.12,132,5966.888255
283.49,118,5968.12373
279.27,117,5969.445048
296.41,92,5970.588149
259.21,121,5972.040398
258.44,116,5973.426302
296.34,123,5974.790513
283.56,90,5975.92583
268.48,75,5976.882708
256.87,195,5978.935457
271.77,111,5980.023397
249.29,217,5982.492376
280.69,149,5984.45996
298.81,102,5985.68868
302.95,137,5987.350006
278.36,91,5993.988386
164.86,286,5997.038809
313.64,122,5998.435577
291.38,111,5999.710255
308.66,86,6000.778316
280.56,129,6002.262616
298.55,73,6003.215279
319.02,103,6004.46193
252.92,159,6006.25988
282.35,102,6007.518444
219.89,131,6009.042915
301.63,101,6010.308519
294.08,114,6011.676427
281.67,113,6013.033495
300.84,93,6013.991524
329.29,104,6015.261211
319.29,103,6016.349546
295.44,115,6023.762994
299.76,123,6025.297161
257.24,107,6026.65581
308.39,119,6028.137262
276.46,111,6029.545858
304.48,80,6030.571107
281.19,79,6031.651633
279.5,154,6033.498586
213.92,166,6035.485029
301.73,114,6036.907786
266.45,103,6038.328753
301.48,129,6039.971555
249.72,97,6041.248743
305.77,143,6042.968092
296.33,72,6043.978559
309.92,127,6045.573322
264.48,111,6046.810795
314.64,108,6048.216427
262.05,148,6056.090164
284.55,104,6057.408067
265.39,128,6059.026416
284.75,125,6060.611911
362.75,96,6061.778102
311.36,82,6062.6991
305.53,116,6063.944006
322.55,90,6065.165807
322.12,113,6066.580256
277.67,106,6068.009606
339.09,104,6069.390539
322.63,101,6070.739373
303.33,97,6072.089991
303.08,120,6073.637118
323.99,87,6074.820426
309.61,158,6076.737191
329.68,144,6078.583193
286.05,150,6086.908391
292.76,122,6088.443073
256.75,165,6090.436566
310.14,87,6091.647939
240.22,114,6093.036476
318.49,127,6094.715031
339.15,110,6096.163674
304.29,181,6098.401001
248.08,130,6100.061848
261.14,140,6101.869552
277.38,85,6103.058122
250.47,188,6105.341431
346.86,105,6106.727827
328.24,112,6108.223662
295.12,159,6110.149634
323.89,117,6111.718215
312.61,98,6112.831278
247.75,188,6121.840929
302.53,153,6123.398119
308.08,132,6124.874044
331.81,91,6126.083869
352.87,109,6127.375599
260.81,193,6129.513968
313.98,155,6131.254053
309.91,122,6132.811617
282.95,159,6134.60257
301.69,105,6135.802236
326.56,103,6137.062498
301.67,123,6138.614195
315.97,121,6140.056131
287.05,147,6141.771921
303.04,133,6143.429832
308.74,90,6149.938187
328.18,107,6151.284054
279.51,93,6152.59692
237.34,216,6155.207904
282.09,229,6157.805265
308.5,119,6159.28592
316.77,133,6160.893558
175.5,267,6164.028671
291.29,107,6165.355581
296.93,82,6166.430855
301.95,128,6167.825364
264.0,137,6169.313
307.48,158,6171.223419
337.5,128,6172.925163
263.48,87,6180.227726
291.2,113,6181.564049
310.21,99,6182.826319
314.93,126,6184.076972
301.98,115,6185.311855
253.12,199,6187.515437
286.66,124,6189.087502
256.28,147,6190.916462
330.01,139,6192.523891
339.64,102,6193.821236
307.26,148,6195.676511
318.36,103,6196.933569
353.67,105,6198.223078
293.2,92,6199.136717
286.99,119,6200.48903
295.9,143,6202.263579
310.53,82,6203.473245
359.18,84,6210.90718
299.7,102,6212.505801
171.82,225,6215.199744
270.55,117,6216.754945
295.11,132,6218.465774
304.55,150,6220.20561
309.35,121,6221.760145
315.37,145,6223.596377
277.93,100,6224.90803
284.81,97,6226.197094
322.78,107,6227.571691
347.88,115,6229.120593
306.04,127,6230.692959
273.18,93,6231.9599
259.0,108,6233.287149
280.83,112,6234.626547
315.71,176,6236.856325
309.55,145,6244.934009
290.21,103,6246.168134
283.77,131,6247.717849
300.8,118,6249.279485
348.57,95,6250.57487
269.81,91,6251.814082
356.01,82,6252.909137
289.31,183,6255.279511
285.09,150,6257.10274
286.15,93,6258.19936
297.13,127,6259.619038
344.35,111,6260.927346
356.12,117,6262.240936
267.77,150,6264.069582
321.13,123,6265.471591
302.02,140,6267.090573
319.63,123,6274.177641
325.68,109,6275.494491
300.4,126,6276.65288
289.56,129,6278.150468
299.44,90,6279.272533
310.7,121,6280.692308
297.73,123,6281.893023
255.32,106,6283.183861
343.67,87,6284.290983
299.77,120,6285.74081
317.32,95,6286.824611
335.95,87,6287.923831
318.53,137,6289.473564
292.59,129,6290.902389
266.09,103,6292.141867
334.17,82,6293.221488
328.64,90,6294.384343
358.43,123,6295.975213
345.82,79,6297.036073
270.96,141,6304.250576
348.25,117,6305.793466
326.58,111,6307.347733
275.62,118,6308.848569
272.34,137,6310.48912
288.2,110,6311.92186
327.29,118,6313.430183
285.57,139,6315.332226
308.37,76,6316.40382
280.71,119,6317.927821
341.2,100,6319.243211
346.1,117,6320.745601
299.29,147,6322.510312
243.2,181,6324.648339
306.08,110,6326.087123
305.67,153,6327.985502
325.24,99,6329.26602
265.96,121,6337.339903
334.47,93,6338.593904
307.9,116,6340.117373
349.57,92,6341.345691
345.47,126,6342.939629
289.76,136,6344.65997
332.72,114,6346.064589
286.69,139,6347.826144
310.24,85,6348.99404
309.15,130,6350.662274
291.83,147,6352.624401
288.27,122,6354.21543
358.22,105,6355.598427
278.25,125,6357.214965
290.17,137,6359.086013
313.17,107,6360.502152
303.61,104,6361.714918
225.49,117,6369.579131
322.14,109,6370.992036
281.49,108,6372.2684
279.17,117,6373.630023
375.99,97,6374.953163
303.32,106,6376.355176
312.45,126,6377.928939
291.54,126,6379.53183
320.41,76,6380.633138
323.27,96,6381.925471
315.78,118,6383.508691
313.76,132,6385.213931
322.46,89,6386.146874
242.68,92,6387.19306
270.47,119,6388.706324
306.62,137,6390.321186
312.88,89,6391.241756
322.39,119,6392.322757
346.07,103,6393.227224
350.34,136,6400.312688
291.81,139,6401.840197
294.35,111,6403.139141
258.77,116,6404.483126
310.56,96,6405.62636
281.67,177,6407.595062
260.62,116,6408.92806
320.57,113,6410.248304
296.99,125,6411.701048
317.83,115,6413.066784
274.37,126,6414.513505
300.67,108,6415.814927
281.46,86,6416.904281
313.11,107,6418.371429
286.51,128,6419.928296
286.16,133,6421.49644
323.8,105,6422.796059
260.3,144,6430.711251
323.84,106,6431.923637
290.96,118,6433.213439
329.37,102,6434.132491
295.95,126,6435.585781
312.21,118,6436.834729
326.16,87,6437.709327
317.33,87,6438.557732
298.05,140,6440.127743
301.87,103,6441.370701
348.62,138,6442.896379
280.88,103,6444.109488
267.58,126,6445.563297
290.0,115,6446.876886
281.38,86,6447.960232
310.97,107,6449.235244
268.86,107,6450.499074
290.43,143,6452.138431
294.98,102,6458.951483
333.53,99,6460.201
308.53,97,6461.451402
325.2,100,6462.713826
297.46,129,6464.272305
284.52,107,6465.64169
327.68,115,6467.058277
280.41,146,6468.9933
296.8,100,6470.223744
287.51,91,6471.381854
333.66,113,6472.747274
323.62,128,6474.324776
293.22,106,6475.632561
300.86,108,6476.990751
285.29,95,6478.229794
286.67,118,6479.711227
350.02,115,6481.15391
261.76,107,6482.521547
349.02,81,6483.607113
279.24,135,6491.770358
312.27,125,6493.380255
317.99,121,6494.94043
384.07,122,6496.498601
299.39,83,6497.648333
304.64,95,6498.770969
330.27,110,6500.14667
319.07,104,6501.502687
312.03,92,6502.718019
286.77,158,6504.692064
337.63,119,6506.074874
251.84,132,6507.436306
284.79,109,6508.864032
342.96,99,6510.138828
232.14,99,6511.467706
290.94,116,6512.976238
273.76,116,6514.450645
299.75,103,6515.793965
284.61,160,6523.800433
315.79,109,6525.122994
319.98,164,6527.041279
339.94,98,6528.439101
337.95,115,6529.808072
324.05,112,6530.903491
329.94,95,6532.087376
316.56,102,6533.46242
300.24,122,6535.073588
286.83,115,6536.591805
211.84,155,6538.310733
331.86,72,6539.077085
323.5,109,6540.289245
281.67,141,6542.063692
326.81,103,6543.443312
278.83,129,6545.093589
325.71,122,6546.696152
347.56,113,6554.619076
260.04,112,6556.106544
284.16,108,6557.371449
313.16,103,6558.747417
291.69,86,6559.968953
296.96,88,6561.205222
345.42,101,6562.449112
301.4,107,6563.634953
350.71,71,6564.680041
281.79,87,6565.910094
348.82,95,6567.201058
275.94,148,6568.757823
344.17,102,6569.698322
223.5,167,6571.56626
366.44,80,6572.544547
280.36,93,6573.626503
342.41,119,6575.003363
289.1,122,6576.392521
305.37,105,6577.626387
319.69,109,6578.895619
333.3,97,6585.837255
313.52,84,6586.931664
339.01,102,6588.182232
296.99,95,6589.384522
298.8,94,6590.539693
334.67,119,6591.989755
259.61,79,6593.023254
332.88,107,6594.336956
326.04,92,6595.536547
292.77,89,6596.680565
270.87,82,6597.759414
331.32,95,6598.984639
272.87,175,6600.705931
326.08,104,6602.027379
318.4,109,6603.381989
338.82,100,6604.421228
392.26,90,6605.472265
280.26,113,6606.840143
342.99,128,6608.077768
318.86,120,6609.563196
334.03,105,6616.068362
290.53,92,6617.010144
277.17,133,6618.557635
312.16,133,6620.36775
307.79,115,6621.750064
317.4,134,6623.404505
318.41,120,6625.018608
343.08,77,6626.095339
336.36,128,6627.614283
320.88,123,6628.987439
292.75,162,6630.760088
376.08,74,6631.487628
336.9,113,6632.659616
321.69,106,6633.958236
327.22,108,6635.38578
248.81,148,6636.984883
327.68,126,6638.392643
226.36,139,6645.983946
273.23,147,6647.859074
345.86,135,6649.578447
313.59,95,6650.826187
313.43,98,6652.143924
319.97,104,6653.528356
330.15,94,6654.822747
263.25,88,6655.989459
328.07,111,6657.425895
219.71,160,6659.417956
341.85,93,6660.702619
306.9,102,6662.071279
330.48,102,6663.452018
317.52,96,6664.764644
292.6,129,6666.165976
342.94,99,6667.714744
309.07,135,6669.469014
293.97,121,6671.036752
343.54,105,6679.004098
290.83,126,6680.687109
325.62,81,6681.874979
213.84,112,6683.374678
351.4,89,6684.584414
313.95,93,6685.569055
293.66,140,6686.93245
310.27,117,6688.163813
316.7,88,6689.400952
262.52,127,6690.995987
355.28,134,6692.764561
393.28,117,6694.304757
297.91,81,6695.469229
347.28,114,6696.984417
334.29,113,6698.488649
287.39,105,6700.017915
318.92,97,6701.354954
329.85,101,6702.709573
325.72,105,6704.00886
244.56,128,6710.738147
292.52,121,6711.959785
348.96,100,6713.128067
310.43,102,6714.19328
305.43,88,6715.072941
332.31,147,6716.589051
324.98,115,6717.79595
348.74,89,6718.72252
416.47,95,6719.872506
358.1,93,6720.753824
290.29,130,6722.033156
384.51,83,6722.871367
392.4,105,6724.127257
303.27,135,6725.540447
353.6,94,6726.538383
368.79,91,6727.578604
291.57,130,6728.780679
435.58,96,6729.939462
356.99,83,6731.015933
363.92,104,6738.522161
319.78,122,6740.203915
285.59,114,6741.530265
329.26,102,6742.859559
204.95,243,6745.450858
343.93,80,6746.252937
350.84,86,6747.225165
346.87,116,6748.57787
338.94,97,6749.821149
338.5,101,6751.101033
315.55,95,6752.254948
275.33,163,6754.108355
283.77,127,6755.682208
377.66,111,6757.126608
314.62,103,6758.448541
310.93,122,6759.629751
333.07,133,6761.187401
321.34,130,6769.421222
343.14,125,6771.021124
348.09,130,6772.846487
409.38,139,6774.578744
344.42,122,6776.260408
331.61,90,6777.498026
341.34,112,6778.96641
289.72,103,6780.322089
350.26,84,6781.496125
316.1,145,6783.233173
287.43,119,6784.66963
349.21,83,6785.727561
340.66,110,6786.896709
293.18,131,6788.691667
374.71,93,6789.961055
385.44,97,6791.154187
342.95,132,6792.534945
329.82,122,6793.976638
326.1,110,6801.885987
400.87,101,6802.846439
324.73,118,6804.12332
361.21,138,6805.672825
287.89,130,6807.324909
360.82,123,6808.755821
282.45,163,6810.633134
263.05,141,6812.40239
299.7,92,6813.65376
404.35,79,6814.773762
269.26,113,6816.260041
315.83,91,6817.510478
367.89,122,6819.105487
284.05,186,6821.754441
406.96,110,6823.187668
367.01,130,6824.863826
356.18,109,6826.405688
326.71,85,6833.754318
319.7,130,6835.33188
351.05,82,6836.234268
342.12,85,6837.263085
295.6,116,6838.708606
362.92,116,6840.017719
376.71,103,6841.229161
372.16,128,6842.634926
335.42,140,6844.243325
429.97,93,6845.458472
405.49,80,6846.462972
382.97,115,6847.814076
279.51,225,6850.330907
384.17,103,6851.54086
393.54,130,6852.892862
374.35,98,6854.090701
365.96,109,6855.375512
366.68,129,6856.777675
335.75,93,6863.815302
333.9,128,6865.346897
324.1,104,6866.658466
282.08,119,6868.257087
344.1,105,6869.605124
377.76,102,6870.880478
300.16,97,6872.038547
354.28,115,6873.551656
355.48,116,6875.000584
373.2,99,6876.249301
359.3,142,6877.95969
428.58,89,6879.106688
209.2,231,6881.907364
320.7,111,6883.310128
266.26,140,6884.978154
346.83,127,6886.559664
313.24,112,6887.978344
436.33,100,6895.392594
364.98,150,6897.205918
332.15,123,6898.758235
305.29,119,6900.088179
328.26,110,6901.212974
409.71,91,6902.428491
321.25,129,6904.027531
346.33,138,6905.788559
335.42,99,6907.078291
417.72,99,6908.155251
413.68,120,6909.710223
366.31,89,6910.897964
364.58,101,6911.94378
268.32,151,6913.345532
336.19,104,6914.581281
346.98,108,6915.945617
310.83,98,6917.265646
393.0,110,6918.683725
289.07,185,6927.3744
332.7,137,6929.103114
241.27,170,6931.145591
265.6,198,6933.221481
394.69,103,6934.490107
345.31,123,6936.021555
344.63,105,6937.391615
331.45,94,6938.654489
335.94,146,6940.419667
356.23,108,6941.85735
379.79,103,6943.116405
317.72,118,6944.624705
357.27,107,6946.043687
377.14,105,6947.442116
367.01,107,6948.992773
352.51,103,6950.241923
406.64,104,6951.665841
324.05,140,6960.145194
330.75,158,6962.224388
333.45,144,6963.942484
349.96,135,6965.429501
282.82,151,6967.312211
335.87,104,6968.733774
391.99,75,6969.572394
408.13,116,6971.043818
345.97,89,6972.201705
408.4,115,6973.448167
289.56,152,6975.224667
336.19,116,6976.538687
335.27,77,6977.498497
341.24,136,6979.056172
353.91,87,6980.13323
319.85,93,6981.318632
358.25,140,6982.906114
338.69,127,6990.105348
321.87,93,6991.299108
393.58,96,6992.5207
361.87,109,6993.88431
368.47,87,6994.996968
290.51,138,6996.591281
349.65,109,6998.014348
314.06,91,6999.172482
406.76,120,7000.599888
327.66,130,7002.085445
374.24,102,7003.379087
345.99,100,7004.755334
334.32,102,7006.062075
366.85,111,7007.42222
354.5,114,7008.663045
376.88,82,7009.728515
355.71,99,7011.124423
388.63,143,7012.856737
337.71,81,7013.978702
405.5,118,7021.528922
399.08,107,7022.96848
353.36,102,7024.277459
363.02,87,7025.461082
343.52,113,7026.822194
334.16,118,7028.184014
333.18,115,7029.566708
317.01,135,7031.257737
418.29,89,7032.463787
336.07,119,7034.192666
361.95,90,7035.431204
390.55,111,7036.833985
418.35,136,7038.570875
349.02,110,7040.039449
436.12,91,7041.279646
378.19,89,7042.60693
413.65,89,7043.674602
348.13,104,7045.000656
365.95,98,7046.161486
368.15,124,7054.393814
322.53,120,7055.791566
331.48,116,7057.223569
316.15,111,7058.701242
367.17,121,7060.303626
323.9,96,7061.632015
412.97,118,7063.162434
349.07,125,7064.755181
344.31,128,7066.412775
365.5,81,7067.545929
425.16,115,7069.202865
304.5,101,7070.537266
424.37,114,7072.047514
338.49,98,7073.386674
410.68,73,7074.450981
380.82,136,7076.322731
307.3,93,7077.480095
347.72,109,7078.558516
380.09,78,7079.606811
384.53,131,7088.144339
385.1,128,7089.655107
403.05,140,7090.967566
282.12,144,7092.454876
362.73,109,7093.974017
338.65,131,7095.740475
302.59,105,7097.085461
435.68,80,7098.231193
356.94,108,7099.675478
387.5,127,7101.437141
395.94,86,7102.668775
380.31,126,7104.347995
375.1,129,7105.919132
343.46,124,7107.106577
382.58,102,7108.020101
397.51,109,7108.982916
300.74,132,7110.298843
396.65,100,7111.58467
403.47,91,7118.094691
415.59,82,7119.121187
396.34,95,7120.269049
348.35,148,7121.937454
397.18,83,7123.077362
301.59,125,7124.51787
381.22,109,7125.874004
364.19,91,7127.021195
405.15,95,7128.19626
363.82,125,7129.803873
355.52,84,7130.77067
365.2,121,7131.861794
391.67,125,7133.141669
398.76,95,7134.141834
329.83,111,7135.61991
385.88,106,7136.958544
318.22,83,7138.054597
363.03,146,7139.781698
348.6,84,7140.918799
387.88,85,7147.997424
382.32,95,7149.24845
362.32,151,7151.065029
353.31,100,7152.338115
359.26,112,7153.890282
349.31,134,7155.209085
360.15,122,7156.625757
353.74,86,7157.590656
430.32,91,7158.714852
434.89,110,7160.216875
378.42,97,7161.242487
366.75,106,7162.453702
286.48,104,7163.765971
352.86,129,7165.463851
364.82,116,7166.952112
394.64,86,7168.125973
364.09,91,7169.189002
365.7,123,7170.669646
356.78,103,7172.066761
369.32,120,7179.359308
353.38,82,7180.232489
363.41,84,7181.361209
352.83,107,7182.90009
361.18,123,7184.268149
378.47,65,7185.018876
310.3,107,7186.209876
410.0,117,7187.436599
394.02,108,7188.49488
328.68,150,7190.19509
381.74,89,7191.431221
371.93,82,7192.577002
340.11,128,7194.200953
376.32,102,7195.66842
381.17,104,7197.068114
360.42,106,7198.473904
345.25,108,7199.908962
412.93,141,7201.697693
404.88,124,7203.419611
358.75,86,7211.279124
399.37,114,7212.785896
398.43,124,7214.388533
352.35,172,7216.533722
367.98,121,7218.034181
337.29,143,7219.478843
374.45,86,7220.685151
402.3,116,7222.051147
330.44,106,7223.116433
400.2,113,7224.422997
431.86,79,7225.392296
388.46,105,7226.802853
339.11,133,7228.649685
436.05,103,7230.033364
416.67,108,7231.691528
356.98,93,7232.910638
272.11,108,7234.230274
420.35,85,7235.454674
336.63,123,7243.593345
392.01,85,7244.473346
314.53,114,7245.515158
412.86,87,7246.498536
373.49,129,7248.021018
331.98,105,7249.262577
335.71,106,7250.504957
394.67,78,7251.479542
364.21,108,7252.786119
365.69,103,7254.002656
372.82,114,7255.353896
358.29,153,7257.081581
320.57,115,7258.4732
343.84,104,7259.716152
289.72,107,7261.032156
371.8,82,7262.077182
327.09,112,7263.154608
383.31,116,7264.582655
381.15,95,7265.772207
364.5,110,7267.131697
319.76,86,7274.29024
383.06,121,7275.776368
441.31,98,7277.032838
370.94,110,7278.393542
374.9,101,7279.695858
307.23,221,7282.442893
337.44,97,7283.689043
362.66,131,7285.27758
374.35,114,7286.723033
393.62,132,7288.317302
358.95,95,7289.332744
361.55,120,7290.859323
370.82,97,7292.128152
345.84,105,7293.470892
377.88,112,7294.725906
381.32,76,7295.643278
435.84,100,7296.929444
297.31,113,7298.138733
418.47,138,7306.217672
340.15,151,7307.778322
394.53,123,7309.206403
366.05,87,7310.399373
342.27,123,7311.959776
426.24,117,7313.380872
328.28,152,7315.208304
352.19,93,7316.432495
400.53,90,7317.638672
372.31,126,7319.253998
320.02,133,7320.957307
394.11,106,7322.348247
372.88,99,7323.604599
392.98,108,7325.05052
275.72,222,7327.689527
459.49,111,7329.117557
369.39,108,7330.412263
349.73,191,7339.127469
371.76,126,7340.359068
367.61,85,7341.473712
395.67,121,7343.077631
399.83,99,7344.415118
393.01,94,7345.718452
429.17,90,7346.950451
415.98,119,7348.396
351.5,100,7349.740543
391.71,115,7351.25583
369.14,96,7352.594342
349.47,82,7353.719247
369.81,109,7355.149507
388.35,89,7356.39064
408.7,106,7357.817699
421.1,96,7359.246749
387.95,101,7360.578585
397.74,81,7361.716207
401.37,130,7363.366119
368.1,116,7371.575367
403.46,96,7372.980058
426.91,75,7374.062318
323.37,114,7375.558975
371.03,102,7376.639652
405.56,99,7377.551723
378.67,124,7379.059753
387.0,104,7380.262451
329.79,135,7381.771105
404.37,80,7382.776675
370.13,97,7384.091318
431.94,110,7385.372452
375.96,88,7386.47233
347.24,181,7388.448329
376.04,116,7389.805908
400.55,106,7391.073805
347.73,80,7392.068698
396.3,95,7393.262719
419.92,95,7394.444935
383.98,90,7401.49886
359.14,154,7403.266155
414.13,127,7404.782046
423.43,103,7405.952434
430.45,120,7407.395298
432.89,101,7408.784241
372.77,110,7410.13457
411.1,121,7411.616483
393.34,106,7412.948394
359.62,119,7414.442225
432.46,151,7416.235605
436.99,101,7417.372717
414.83,123,7418.905481
422.58,92,7420.210611
323.47,227,7422.856195
396.02,99,7424.152817
399.81,114,7425.595974
333.99,87,7433.155288
386.9,124,7434.725255
396.96,108,7436.136574
375.09,92,7437.430156
443.47,102,7438.643879
405.82,93,7440.020432
334.85,102,7441.30639
394.12,119,7442.441348
387.11,150,7443.823637
391.21,98,7444.996991
410.22,97,7446.12149
397.79,136,7447.657505
339.16,107,7449.047078
353.83,106,7450.18563
338.7,95,7451.438104
376.84,106,7452.842718
387.32,108,7454.207064
323.47,141,7455.945026
351.95,109,7457.503217
424.71,90,7465.284984
413.06,95,7466.582381
399.27,101,7467.934404
401.38,126,7469.564351
367.41,151,7471.563107
421.45,88,7472.699895
328.4,152,7474.081724
374.1,106,7475.504939
389.25,118,7477.063614
380.33,120,7478.647314
380.15,124,7480.262534
331.63,154,7482.04091
378.38,130,7483.684426
381.95,97,7484.734646
409.02,124,7486.584017
389.63,103,7487.991878
434.83,86,7489.189902
352.42,137,7497.405004
377.7,113,7498.828453
320.75,95,7500.03809
343.1,90,7501.283773
343.79,95,7502.493362
348.47,106,7503.681369
390.12,131,7505.161101
376.55,109,7506.560831
445.53,105,7507.871724
359.17,78,7508.989854
411.22,104,7510.390189
360.74,103,7511.667861
394.27,91,7512.729799
342.87,127,7514.191681
358.24,114,7515.523846
344.09,184,7517.553015
334.06,175,7519.456339
354.84,98,7520.648594
385.95,81,7521.637136
326.5,136,7529.006903
412.64,120,7530.355271
402.32,98,7531.404107
374.38,103,7532.487137
416.79,97,7533.504618
413.69,133,7535.065689
414.94,88,7535.97296
359.08,127,7537.589027
430.63,123,7539.059819
420.82,105,7540.386221
415.25,92,7541.564181
395.02,113,7542.964796
413.27,109,7544.335512
347.61,98,7545.558366
342.42,142,7547.210811
439.21,84,7548.121913
373.02,89,7549.168056
421.77,151,7550.989537
401.27,114,7557.918302
395.22,101,7559.23546
393.28,117,7560.691592
386.51,148,7562.513337
403.08,110,7563.905231
424.96,109,7565.328506
359.01,132,7566.974645
354.85,99,7568.301378
430.61,105,7569.675179
403.96,121,7571.185508
393.98,127,7572.598478
408.94,102,7573.764533
341.68,148,7575.583048
487.79,99,7576.896758
403.57,108,7578.289917
400.94,88,7579.455241
368.32,111,7580.707935
355.86,123,7581.884634
343.22,150,7589.772471
372.78,90,7591.195006
371.03,117,7592.720437
379.17,119,7594.152876
370.46,118,7595.523176
342.55,114,7596.987261
360.94,128,7598.553329
364.84,127,7600.060722
381.63,96,7601.164944
439.84,103,7602.541497
362.43,140,7604.309009
434.05,106,7605.676268
403.75,111,7607.110931
396.58,118,7608.665209
384.55,92,7609.93131
380.63,100,7611.28087
355.89,72,7612.329973
438.32,107,7613.744108
379.05,113,7621.744186
244.99,330,7625.636266
410.37,120,7627.202215
370.36,109,7628.665591
384.62,87,7629.876061
353.72,106,7631.323465
396.3,111,7632.745346
331.56,98,7634.0933
374.98,112,7635.544954
434.14,68,7636.571634
356.27,91,7637.821113
414.78,142,7639.618009
401.91,94,7640.917717
382.78,130,7642.801825
430.79,122,7644.192538
396.19,126,7645.363783
399.69,110,7646.332073
438.96,86,7651.927273
352.97,99,7652.759618
402.95,116,7653.729028
447.95,105,7654.619132
375.27,86,7655.360266
370.99,105,7656.264837
402.94,89,7657.028343
423.24,115,7658.005557
391.59,159,7659.277881
407.41,83,7660.013056
327.25,103,7660.875538
365.01,109,7661.790925
355.36,90,7662.572541
459.52,104,7663.448317
433.79,113,7664.386418
437.76,83,7665.110991
396.55,98,7666.015529
427.83,96,7666.842304
355.55,150,7668.035443
415.07,88,7668.80012
337.44,215,7675.327983
378.13,112,7676.276191
461.24,91,7677.035211
426.83,92,7677.819662
395.2,125,7678.867679
346.51,155,7680.162421
441.51,111,7681.177802
396.34,104,7682.058028
363.22,85,7682.808664
409.81,114,7683.828975
387.63,118,7684.829492
416.31,113,7685.76648
394.45,89,7686.554188
439.07,95,7687.378362
358.08,135,7688.540037
