index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.5488135039273248,0.43860151346232035,15,150,0,100000
1,0.7151893663724195,0.9883738380592262,60,150,0,100000
2,0.6027633760716439,0.10204481074802807,70,150,0,100000
3,0.5448831829968969,0.2088767560948347,85,150,0,100000
4,0.4236547993389047,0.16130951788499626,45,150,0,100000
5,0.6458941130666561,0.6531083254653984,45,150,0,100000
6,0.4375872112626925,0.2532916025397821,100,150,0,100000
7,0.8917730007820798,0.4663107728563063,45,150,0,100000
8,0.9636627605010293,0.24442559200160274,135,150,0,100000
9,0.3834415188257777,0.15896958364551972,15,150,0,100000
10,0.7917250380826646,0.11037514116430513,125,150,0,100000
11,0.5288949197529045,0.6563295894652734,105,150,0,100000
12,0.5680445610939323,0.1381829513486138,20,150,0,100000
13,0.925596638292661,0.1965823616800535,65,150,0,100000
14,0.07103605819788694,0.3687251706609641,75,150,0,100000
15,0.08712929970154071,0.8209932298479351,5,150,0,100000
16,0.02021839744032572,0.09710127579306127,25,150,0,100000
17,0.832619845547938,0.8379449074988039,20,150,0,100000
18,0.7781567509498505,0.09609840789396307,70,150,0,100000
19,0.8700121482468192,0.9764594650133958,60,150,0,100000
20,0.978618342232764,0.4686512016477016,145,150,0,100000
21,0.7991585642167236,0.9767610881903371,115,150,0,100000
22,0.46147936225293185,0.604845519745046,70,150,0,100000
23,0.7805291762864555,0.7392635793983017,130,150,0,100000
24,0.11827442586893322,0.039187792254320675,70,150,0,100000
25,0.6399210213275238,0.2828069625764096,60,150,0,100000
26,0.1433532874090464,0.1201965612131689,125,150,0,100000
27,0.9446689170495839,0.29614019752214493,85,150,0,100000
28,0.5218483217500717,0.11872771895424405,125,150,0,100000
29,0.4146619399905236,0.317983179393976,110,150,0,100000
30,0.26455561210462697,0.41426299451466997,75,150,0,100000
31,0.7742336894342167,0.06414749634878436,130,150,0,100000
32,0.45615033221654855,0.6924721193700198,85,150,0,100000
33,0.5684339488686485,0.5666014542065752,145,150,0,100000
34,0.018789800436355142,0.2653894909394454,130,150,0,100000
35,0.6176354970758771,0.5232480534666997,115,150,0,100000
36,0.6120957227224214,0.09394051075844168,110,150,0,100000
37,0.6169339968747569,0.5759464955561793,100,150,0,100000
38,0.9437480785146242,0.9292961975762141,10,150,0,100000
39,0.6818202991034834,0.31856895245132366,45,150,0,100000
40,0.359507900573786,0.6674103799636817,5,150,0,100000
41,0.43703195379934145,0.13179786240439217,25,150,0,100000
42,0.6976311959272649,0.7163272041185655,140,150,0,100000
43,0.06022547162926983,0.2894060929472011,140,150,0,100000
44,0.6667667154456677,0.18319136200711683,130,150,0,100000
45,0.6706378696181594,0.5865129348100832,35,150,0,100000
46,0.2103825610738409,0.020107546187493552,110,150,0,100000
47,0.1289262976548533,0.8289400292173631,70,150,0,100000
48,0.31542835092418386,0.004695476192547066,40,150,0,100000
49,0.3637107709426226,0.6778165367962301,125,150,0,100000
50,0.5701967704178796,0.27000797319216485,125,150,0,100000
